8000 300 240 
78 146 1 1
76 157 1 1
83 94 1 1
73 143 1 1
155 157 1 1
74 144 1 1
74 180 1 1
86 78 1 1
96 106 1 1
96 137 1 1
167 147 1 1
78 129 1 1
89 97 1 1
74 85 1 1
86 115 1 1
154 144 1 1
161 170 1 1
88 186 1 1
75 181 1 1
154 157 1 1
83 155 1 1
68 127 1 1
79 140 1 1
97 167 1 1
88 130 1 1
70 138 1 1
72 84 1 1
161 148 1 1
97 112 1 1
86 183 1 1
73 144 1 1
178 150 1 1
157 162 1 1
127 148 1 1
100 131 1 1
105 103 1 1
99 163 1 1
178 151 1 1
144 181 1 1
82 157 1 1
96 158 1 1
149 161 1 1
138 173 1 1
146 167 1 1
93 164 1 1
152 163 1 1
108 113 1 1
77 142 1 1
74 85 1 1
96 96 1 1
93 172 1 1
174 145 1 1
94 157 1 1
76 102 1 1
88 81 1 1
70 62 1 1
81 144 1 1
154 160 1 1
71 125 1 1
177 158 1 1
83 162 1 1
97 158 1 1
89 122 1 1
109 187 1 1
107 129 1 1
109 189 1 1
52 149 1 1
144 166 1 1
60 151 1 1
113 121 1 1
158 161 1 1
80 169 1 1
167 159 1 1
109 156 1 1
52 164 1 1
88 178 1 1
55 167 1 1
130 178 1 1
80 110 1 1
84 107 1 1
113 187 1 1
123 177 1 1
113 107 1 1
89 150 1 1
130 167 1 1
91 136 1 1
106 157 1 1
123 179 1 1
182 146 1 1
131 161 1 1
139 179 1 1
163 166 1 1
97 111 1 1
115 116 1 1
97 160 1 1
56 152 1 1
107 104 1 1
135 187 1 1
153 174 1 1
161 154 1 1
88 160 1 1
98 168 1 1
138 151 1 1
158 148 1 1
92 146 1 1
81 176 1 1
117 174 1 1
176 163 1 1
72 126 1 1
122 154 1 1
92 105 1 1
84 182 1 1
115 115 1 1
67 106 1 1
126 186 1 1
91 99 1 1
65 138 1 1
54 148 1 1
95 121 1 1
81 167 1 1
123 170 1 1
157 162 1 1
146 172 1 1
109 185 1 1
113 149 1 1
89 93 1 1
114 143 1 1
62 150 1 1
175 154 1 1
123 189 1 1
112 183 1 1
183 156 1 1
200 155 1 1
109 126 1 1
70 88 1 1
95 108 1 1
87 140 1 1
81 141 1 1
91 104 1 1
71 149 1 1
139 165 1 1
201 148 1 1
74 69 1 1
85 83 1 1
81 181 1 1
143 156 1 1
77 154 1 1
94 122 1 1
147 152 1 1
88 108 1 1
60 169 1 1
103 159 1 1
82 98 1 1
136 163 1 1
87 91 1 1
66 151 1 1
69 168 1 1
43 169 1 1
77 79 1 1
124 158 1 1
168 175 1 1
142 144 1 1
134 182 1 1
124 151 1 1
90 149 1 1
41 169 1 1
196 154 1 1
89 110 1 1
168 145 1 1
68 88 1 1
95 96 1 1
66 139 1 1
202 145 1 1
42 150 1 1
42 154 1 1
57 159 1 1
129 148 1 1
76 66 1 1
132 158 1 1
164 171 1 1
78 82 1 1
126 156 1 1
52 148 1 1
85 132 1 1
103 115 1 1
91 152 1 1
154 155 1 1
102 185 1 1
123 149 1 1
79 153 1 1
70 146 1 1
67 161 1 1
126 187 1 1
154 147 1 1
64 169 1 1
114 156 1 1
57 171 1 1
123 146 1 1
99 102 1 1
82 97 1 1
136 147 1 1
98 160 1 1
105 163 1 1
119 156 1 1
148 152 1 1
107 174 1 1
102 119 1 1
86 91 1 1
171 165 1 1
111 171 1 1
157 167 1 1
118 175 1 1
87 100 1 1
61 155 1 1
84 132 1 1
50 169 1 1
163 162 1 1
131 161 1 1
49 150 1 1
81 103 1 1
163 147 1 1
155 153 1 1
147 145 1 1
190 150 1 1
46 161 1 1
150 151 1 1
191 146 1 1
190 155 1 1
187 166 1 1
137 186 1 1
82 108 1 1
106 130 1 1
79 116 1 1
123 168 1 1
110 122 1 1
68 91 1 1
94 126 1 1
74 114 1 1
89 83 1 1
104 126 1 1
76 85 1 1
94 90 1 1
96 170 1 1
151 152 1 1
68 111 1 1
88 181 1 1
113 143 1 1
165 145 1 1
175 172 1 1
142 162 1 1
91 123 1 1
67 171 1 1
94 178 1 1
86 141 1 1
180 158 1 1
148 153 1 1
109 161 1 1
68 182 1 1
74 135 1 1
176 143 1 1
171 163 1 1
70 91 1 1
80 75 1 1
78 165 1 1
106 141 1 1
134 186 1 1
87 69 1 1
81 78 1 1
144 166 1 1
70 154 1 1
127 146 1 1
72 173 1 1
73 165 1 1
116 166 1 1
98 166 1 1
81 137 1 1
107 147 1 1
68 154 1 1
142 178 1 1
72 93 1 1
106 137 1 1
65 147 1 1
145 148 1 1
91 171 1 1
146 157 1 1
95 111 1 1
110 133 1 1
96 98 1 1
87 93 1 1
94 128 1 1
113 176 1 1
68 165 1 1
182 161 1 1
84 126 1 1
69 150 1 1
138 148 1 1
115 136 1 1
75 86 1 1
75 119 1 1
70 102 1 1
118 148 1 1
103 108 1 1
100 172 1 1
71 155 1 1
100 164 1 1
106 164 1 1
103 187 1 1
74 61 1 1
82 128 1 1
161 170 1 1
87 190 1 1
144 153 1 1
114 147 1 1
114 105 1 1
113 123 1 1
81 65 1 1
163 176 1 1
68 163 1 1
154 155 1 1
131 178 1 1
107 142 1 1
88 133 1 1
143 189 1 1
104 151 1 1
196 156 1 1
66 121 1 1
68 152 1 1
169 172 1 1
85 111 1 1
174 163 1 1
127 170 1 1
78 138 1 1
101 146 1 1
85 86 1 1
140 187 1 1
111 106 1 1
73 174 1 1
117 181 1 1
129 187 1 1
116 166 1 1
136 167 1 1
75 170 1 1
74 166 1 1
77 86 1 1
73 126 1 1
174 170 1 1
78 65 1 1
65 164 1 1
80 110 1 1
75 145 1 1
170 160 1 1
100 167 1 1
95 117 1 1
89 66 1 1
141 159 1 1
109 108 1 1
106 180 1 1
137 175 1 1
175 167 1 1
106 105 1 1
127 155 1 1
180 169 1 1
83 93 1 1
151 156 1 1
53 152 1 1
93 186 1 1
81 75 1 1
92 89 1 1
71 98 1 1
112 155 1 1
78 104 1 1
63 171 1 1
171 144 1 1
86 149 1 1
175 145 1 1
51 159 1 1
112 106 1 1
43 150 1 1
83 128 1 1
104 115 1 1
78 177 1 1
114 146 1 1
82 177 1 1
148 147 1 1
110 138 1 1
80 131 1 1
183 163 1 1
78 88 1 1
72 166 1 1
82 132 1 1
112 173 1 1
72 100 1 1
82 167 1 1
131 160 1 1
87 110 1 1
113 140 1 1
81 102 1 1
189 143 1 1
83 120 1 1
53 149 1 1
106 155 1 1
73 161 1 1
92 94 1 1
100 158 1 1
69 100 1 1
194 149 1 1
71 98 1 1
95 103 1 1
191 163 1 1
129 163 1 1
91 141 1 1
88 175 1 1
76 90 1 1
73 159 1 1
107 111 1 1
52 151 1 1
66 144 1 1
123 149 1 1
89 150 1 1
175 157 1 1
67 158 1 1
80 153 1 1
99 158 1 1
144 182 1 1
90 75 1 1
183 155 1 1
88 93 1 1
104 182 1 1
102 160 1 1
97 113 1 1
135 185 1 1
103 136 1 1
104 173 1 1
88 125 1 1
61 141 1 1
75 162 1 1
73 103 1 1
55 162 1 1
77 124 1 1
136 168 1 1
89 79 1 1
82 87 1 1
88 149 1 1
158 166 1 1
151 154 1 1
102 104 1 1
150 174 1 1
113 113 1 1
107 173 1 1
106 163 1 1
103 142 1 1
97 96 1 1
98 187 1 1
58 155 1 1
99 112 1 1
58 149 1 1
44 158 1 1
134 179 1 1
126 161 1 1
131 156 1 1
92 112 1 1
134 155 1 1
87 110 1 1
110 118 1 1
156 167 1 1
74 116 1 1
143 154 1 1
105 167 1 1
73 146 1 1
67 175 1 1
108 138 1 1
60 159 1 1
117 140 1 1
74 74 1 1
86 164 1 1
80 117 1 1
149 164 1 1
93 95 1 1
124 158 1 1
73 155 1 1
140 185 1 1
66 165 1 1
72 147 1 1
74 143 1 1
163 150 1 1
108 189 1 1
127 150 1 1
147 150 1 1
188 153 1 1
79 99 1 1
80 142 1 1
126 168 1 1
73 97 1 1
105 171 1 1
86 79 1 1
88 175 1 1
179 153 1 1
89 146 1 1
69 159 1 1
97 187 1 1
66 140 1 1
89 186 1 1
136 146 1 1
95 112 1 1
119 160 1 1
100 172 1 1
90 174 1 1
144 153 1 1
101 130 1 1
142 176 1 1
100 104 1 1
50 159 1 1
188 150 1 1
97 125 1 1
91 182 1 1
75 109 1 1
149 173 1 1
141 144 1 1
108 101 1 1
57 161 1 1
42 151 1 1
113 150 1 1
43 158 1 1
78 109 1 1
89 106 1 1
161 177 1 1
93 164 1 1
133 189 1 1
66 126 1 1
145 183 1 1
71 183 1 1
146 146 1 1
98 154 1 1
109 106 1 1
111 175 1 1
107 151 1 1
82 150 1 1
144 182 1 1
95 103 1 1
107 112 1 1
82 117 1 1
80 85 1 1
147 176 1 1
47 172 1 1
88 125 1 1
105 107 1 1
93 125 1 1
77 113 1 1
103 157 1 1
138 151 1 1
88 117 1 1
114 157 1 1
71 114 1 1
88 179 1 1
156 158 1 1
106 188 1 1
91 178 1 1
113 172 1 1
92 156 1 1
189 163 1 1
122 171 1 1
80 159 1 1
152 169 1 1
85 162 1 1
75 177 1 1
152 181 1 1
195 159 1 1
101 137 1 1
128 160 1 1
91 73 1 1
91 93 1 1
170 162 1 1
72 118 1 1
78 85 1 1
48 168 1 1
182 144 1 1
61 136 1 1
114 183 1 1
82 165 1 1
67 129 1 1
78 146 1 1
73 169 1 1
114 186 1 1
99 116 1 1
71 178 1 1
110 116 1 1
103 173 1 1
69 94 1 1
136 161 1 1
69 147 1 1
128 174 1 1
117 187 1 1
136 165 1 1
95 100 1 1
172 161 1 1
99 112 1 1
200 142 1 1
90 185 1 1
81 139 1 1
83 100 1 1
189 138 1 1
41 167 1 1
69 141 1 1
113 114 1 1
160 156 1 1
73 97 1 1
148 157 1 1
80 131 1 1
91 75 1 1
81 173 1 1
86 177 1 1
100 164 1 1
87 157 1 1
180 147 1 1
98 140 1 1
173 170 1 1
71 100 1 1
68 128 1 1
121 146 1 1
159 168 1 1
178 162 1 1
120 155 1 1
117 172 1 1
63 144 1 1
51 166 1 1
78 128 1 1
98 133 1 1
187 143 1 1
179 158 1 1
142 160 1 1
101 112 1 1
100 112 1 1
83 174 1 1
110 137 1 1
189 150 1 1
77 83 1 1
138 166 1 1
142 169 1 1
169 176 1 1
102 101 1 1
58 155 1 1
132 173 1 1
81 153 1 1
73 101 1 1
191 163 1 1
129 166 1 1
115 166 1 1
111 122 1 1
112 173 1 1
82 116 1 1
67 157 1 1
53 162 1 1
136 159 1 1
129 166 1 1
100 126 1 1
94 122 1 1
166 156 1 1
128 168 1 1
73 162 1 1
115 139 1 1
66 121 1 1
137 146 1 1
70 71 1 1
93 95 1 1
101 142 1 1
107 127 1 1
163 175 1 1
61 171 1 1
91 139 1 1
97 104 1 1
119 154 1 1
114 113 1 1
106 148 1 1
81 185 1 1
157 161 1 1
119 160 1 1
190 142 1 1
90 134 1 1
114 115 1 1
159 169 1 1
78 160 1 1
114 160 1 1
183 152 1 1
82 113 1 1
111 147 1 1
181 151 1 1
73 74 1 1
89 153 1 1
115 132 1 1
90 110 1 1
143 145 1 1
169 164 1 1
72 103 1 1
186 146 1 1
91 84 1 1
130 162 1 1
93 164 1 1
84 117 1 1
83 94 1 1
131 159 1 1
118 178 1 1
153 163 1 1
78 67 1 1
137 175 1 1
165 143 1 1
78 142 1 1
98 150 1 1
125 156 1 1
107 134 1 1
86 153 1 1
178 166 1 1
103 120 1 1
125 180 1 1
98 149 1 1
67 138 1 1
125 152 1 1
91 60 1 1
69 167 1 1
79 168 1 1
114 103 1 1
80 79 1 1
152 147 1 1
85 152 1 1
79 92 1 1
105 137 1 1
133 157 1 1
126 145 1 1
57 146 1 1
104 113 1 1
123 173 1 1
66 163 1 1
103 167 1 1
109 133 1 1
94 100 1 1
95 92 1 1
136 172 1 1
80 113 1 1
96 155 1 1
97 137 1 1
100 162 1 1
109 139 1 1
97 180 1 1
60 165 1 1
72 172 1 1
103 107 1 1
179 167 1 1
71 94 1 1
146 149 1 1
76 100 1 1
78 79 1 1
134 167 1 1
104 102 1 1
142 162 1 1
46 172 1 1
165 145 1 1
68 151 1 1
182 169 1 1
65 129 1 1
111 141 1 1
82 129 1 1
96 140 1 1
144 181 1 1
59 160 1 1
181 151 1 1
81 142 1 1
106 162 1 1
64 137 1 1
109 149 1 1
59 170 1 1
122 173 1 1
75 138 1 1
80 68 1 1
142 180 1 1
89 173 1 1
157 173 1 1
75 153 1 1
99 144 1 1
140 184 1 1
88 125 1 1
172 159 1 1
132 156 1 1
162 144 1 1
159 180 1 1
115 189 1 1
108 140 1 1
196 154 1 1
101 185 1 1
80 98 1 1
158 156 1 1
86 129 1 1
115 189 1 1
176 168 1 1
99 129 1 1
61 132 1 1
88 190 1 1
59 152 1 1
85 128 1 1
82 113 1 1
103 155 1 1
136 161 1 1
113 169 1 1
115 144 1 1
82 116 1 1
81 104 1 1
169 159 1 1
91 134 1 1
67 178 1 1
68 91 1 1
99 141 1 1
136 187 1 1
96 132 1 1
83 121 1 1
156 161 1 1
79 112 1 1
61 175 1 1
59 147 1 1
131 149 1 1
77 167 1 1
144 153 1 1
64 175 1 1
90 65 1 1
132 164 1 1
43 167 1 1
140 159 1 1
107 172 1 1
102 129 1 1
174 152 1 1
113 129 1 1
109 138 1 1
102 136 1 1
72 177 1 1
84 91 1 1
197 142 1 1
194 147 1 1
105 117 1 1
72 125 1 1
88 63 1 1
177 166 1 1
55 146 1 1
92 143 1 1
190 148 1 1
127 175 1 1
62 145 1 1
87 81 1 1
84 106 1 1
97 153 1 1
78 96 1 1
81 91 1 1
113 126 1 1
108 162 1 1
192 158 1 1
107 157 1 1
142 169 1 1
93 134 1 1
139 172 1 1
156 157 1 1
105 135 1 1
170 144 1 1
190 144 1 1
115 174 1 1
96 158 1 1
68 140 1 1
126 182 1 1
181 166 1 1
99 151 1 1
140 148 1 1
76 141 1 1
39 154 1 1
95 148 1 1
39 149 1 1
88 106 1 1
43 160 1 1
39 149 1 1
143 185 1 1
150 146 1 1
96 157 1 1
92 188 1 1
102 184 1 1
113 160 1 1
170 147 1 1
97 150 1 1
103 127 1 1
45 159 1 1
111 148 1 1
160 152 1 1
153 151 1 1
89 172 1 1
89 93 1 1
78 162 1 1
110 135 1 1
161 173 1 1
75 129 1 1
133 159 1 1
197 162 1 1
47 160 1 1
88 113 1 1
124 186 1 1
96 167 1 1
82 90 1 1
113 130 1 1
58 155 1 1
181 147 1 1
88 112 1 1
139 147 1 1
95 134 1 1
50 159 1 1
172 157 1 1
141 173 1 1
121 181 1 1
90 117 1 1
83 157 1 1
120 151 1 1
85 75 1 1
86 145 1 1
60 156 1 1
157 155 1 1
60 156 1 1
80 116 1 1
157 158 1 1
193 149 1 1
79 170 1 1
142 177 1 1
66 135 1 1
171 170 1 1
39 147 1 1
90 138 1 1
100 122 1 1
48 171 1 1
90 92 1 1
119 148 1 1
72 126 1 1
91 174 1 1
134 174 1 1
61 162 1 1
42 157 1 1
109 126 1 1
97 118 1 1
180 162 1 1
90 70 1 1
98 160 1 1
133 146 1 1
94 134 1 1
74 155 1 1
105 142 1 1
91 126 1 1
83 113 1 1
77 159 1 1
75 165 1 1
85 165 1 1
149 161 1 1
125 179 1 1
102 102 1 1
84 142 1 1
74 82 1 1
170 158 1 1
134 164 1 1
57 146 1 1
158 161 1 1
129 156 1 1
97 115 1 1
166 159 1 1
96 102 1 1
91 60 1 1
77 175 1 1
68 119 1 1
147 186 1 1
67 148 1 1
75 83 1 1
119 184 1 1
108 137 1 1
181 150 1 1
92 129 1 1
91 75 1 1
111 187 1 1
107 145 1 1
100 123 1 1
68 149 1 1
108 177 1 1
93 101 1 1
84 77 1 1
144 183 1 1
95 93 1 1
78 166 1 1
80 67 1 1
70 111 1 1
125 166 1 1
86 162 1 1
96 123 1 1
113 153 1 1
75 122 1 1
86 97 1 1
87 145 1 1
139 155 1 1
80 65 1 1
83 145 1 1
97 165 1 1
86 160 1 1
79 130 1 1
85 97 1 1
85 170 1 1
71 135 1 1
91 98 1 1
64 137 1 1
114 143 1 1
88 104 1 1
74 142 1 1
78 91 1 1
141 147 1 1
91 133 1 1
53 150 1 1
74 98 1 1
78 137 1 1
84 104 1 1
113 170 1 1
50 167 1 1
46 164 1 1
52 163 1 1
70 107 1 1
74 114 1 1
98 181 1 1
66 158 1 1
90 136 1 1
116 153 1 1
41 153 1 1
82 97 1 1
123 174 1 1
184 148 1 1
89 164 1 1
103 181 1 1
83 100 1 1
183 165 1 1
145 167 1 1
201 152 1 1
76 81 1 1
114 179 1 1
77 101 1 1
94 188 1 1
85 169 1 1
194 137 1 1
120 184 1 1
73 154 1 1
78 182 1 1
168 161 1 1
73 157 1 1
77 140 1 1
75 147 1 1
71 167 1 1
105 150 1 1
42 158 1 1
172 153 1 1
80 78 1 1
97 143 1 1
92 145 1 1
86 127 1 1
82 173 1 1
80 134 1 1
196 151 1 1
78 167 1 1
81 147 1 1
92 130 1 1
59 168 1 1
67 104 1 1
147 156 1 1
68 162 1 1
89 130 1 1
78 151 1 1
113 141 1 1
68 106 1 1
80 158 1 1
111 128 1 1
159 170 1 1
73 88 1 1
182 159 1 1
83 173 1 1
109 161 1 1
189 160 1 1
144 165 1 1
63 134 1 1
82 154 1 1
200 149 1 1
147 143 1 1
63 171 1 1
93 91 1 1
101 111 1 1
94 99 1 1
176 147 1 1
182 155 1 1
126 173 1 1
87 184 1 1
143 146 1 1
115 126 1 1
80 135 1 1
80 149 1 1
72 183 1 1
65 164 1 1
87 175 1 1
77 150 1 1
39 158 1 1
151 165 1 1
76 88 1 1
89 125 1 1
92 122 1 1
106 186 1 1
148 162 1 1
88 77 1 1
146 156 1 1
90 182 1 1
82 162 1 1
132 147 1 1
133 176 1 1
87 104 1 1
147 154 1 1
191 156 1 1
153 168 1 1
71 166 1 1
176 161 1 1
116 163 1 1
130 171 1 1
48 168 1 1
74 151 1 1
82 72 1 1
80 108 1 1
76 177 1 1
71 78 1 1
140 156 1 1
92 100 1 1
78 182 1 1
137 173 1 1
178 149 1 1
86 96 1 1
168 171 1 1
156 181 1 1
78 145 1 1
111 155 1 1
90 190 1 1
112 186 1 1
145 185 1 1
163 150 1 1
163 173 1 1
97 172 1 1
84 93 1 1
106 151 1 1
171 167 1 1
191 156 1 1
152 151 1 1
71 151 1 1
85 180 1 1
90 107 1 1
176 153 1 1
105 158 1 1
105 120 1 1
116 174 1 1
52 172 1 1
63 130 1 1
71 135 1 1
89 102 1 1
71 147 1 1
109 131 1 1
97 114 1 1
86 124 1 1
68 83 1 1
139 164 1 1
194 146 1 1
157 156 1 1
201 148 1 1
82 105 1 1
68 125 1 1
97 115 1 1
90 82 1 1
85 67 1 1
74 65 1 1
76 146 1 1
88 172 1 1
60 157 1 1
83 105 1 1
95 91 1 1
137 153 1 1
102 137 1 1
187 164 1 1
86 184 1 1
90 175 1 1
156 156 1 1
102 145 1 1
172 155 1 1
135 161 1 1
61 144 1 1
113 161 1 1
168 157 1 1
113 173 1 1
122 154 1 1
85 154 1 1
81 99 1 1
163 143 1 1
46 172 1 1
163 167 1 1
87 79 1 1
62 147 1 1
95 101 1 1
157 153 1 1
83 163 1 1
148 149 1 1
146 174 1 1
98 101 1 1
84 179 1 1
84 169 1 1
161 175 1 1
83 98 1 1
133 151 1 1
198 148 1 1
198 135 1 1
166 172 1 1
128 143 1 1
92 159 1 1
55 172 1 1
67 171 1 1
101 164 1 1
179 156 1 1
128 184 1 1
80 72 1 1
74 176 1 1
178 163 1 1
155 173 1 1
108 188 1 1
96 156 1 1
75 72 1 1
124 164 1 1
115 150 1 1
84 168 1 1
127 155 1 1
62 161 1 1
166 174 1 1
82 86 1 1
55 154 1 1
111 163 1 1
78 119 1 1
113 151 1 1
107 106 1 1
74 183 1 1
84 121 1 1
84 147 1 1
107 161 1 1
41 146 1 1
157 163 1 1
79 129 1 1
88 144 1 1
83 128 1 1
70 75 1 1
75 84 1 1
156 154 1 1
81 170 1 1
183 157 1 1
44 146 1 1
134 189 1 1
119 151 1 1
69 94 1 1
154 169 1 1
52 154 1 1
88 106 1 1
55 172 1 1
62 144 1 1
93 125 1 1
60 147 1 1
151 175 1 1
152 174 1 1
112 109 1 1
159 151 1 1
68 106 1 1
85 63 1 1
73 136 1 1
85 135 1 1
91 128 1 1
88 181 1 1
107 141 1 1
133 171 1 1
93 98 1 1
157 169 1 1
85 173 1 1
168 143 1 1
78 113 1 1
71 137 1 1
68 155 1 1
81 159 1 1
150 176 1 1
101 110 1 1
113 167 1 1
74 83 1 1
175 143 1 1
109 163 1 1
66 167 1 1
79 185 1 1
137 154 1 1
121 154 1 1
121 182 1 1
80 145 1 1
85 146 1 1
97 100 1 1
71 125 1 1
76 112 1 1
93 123 1 1
87 142 1 1
159 156 1 1
162 144 1 1
123 159 1 1
113 148 1 1
156 170 1 1
116 183 1 1
75 74 1 1
82 118 1 1
78 140 1 1
131 146 1 1
73 164 1 1
140 184 1 1
88 66 1 1
104 140 1 1
163 171 1 1
86 94 1 1
68 163 1 1
67 117 1 1
45 172 1 1
98 123 1 1
100 179 1 1
67 151 1 1
78 181 1 1
88 128 1 1
141 172 1 1
75 108 1 1
106 121 1 1
107 183 1 1
85 148 1 1
110 134 1 1
86 156 1 1
98 105 1 1
88 131 1 1
178 162 1 1
134 181 1 1
158 170 1 1
116 176 1 1
127 146 1 1
197 152 1 1
165 147 1 1
120 153 1 1
87 142 1 1
161 173 1 1
83 168 1 1
113 187 1 1
130 161 1 1
91 164 1 1
158 158 1 1
81 157 1 1
179 165 1 1
94 185 1 1
128 164 1 1
141 183 1 1
147 157 1 1
125 173 1 1
76 75 1 1
109 105 1 1
47 163 1 1
196 154 1 1
196 159 1 1
91 110 1 1
48 165 1 1
105 139 1 1
99 189 1 1
171 148 1 1
86 97 1 1
164 162 1 1
89 143 1 1
93 139 1 1
133 145 1 1
152 184 1 1
138 167 1 1
46 150 1 1
100 123 1 1
124 186 1 1
115 174 1 1
89 135 1 1
108 123 1 1
107 116 1 1
83 148 1 1
104 131 1 1
107 180 1 1
81 78 1 1
101 153 1 1
82 174 1 1
195 146 1 1
159 144 1 1
81 128 1 1
78 95 1 1
195 147 1 1
91 190 1 1
62 128 1 1
78 71 1 1
89 79 1 1
91 117 1 1
56 150 1 1
80 91 1 1
144 150 1 1
84 91 1 1
62 135 1 1
50 160 1 1
89 177 1 1
89 186 1 1
89 100 1 1
44 149 1 1
46 169 1 1
130 169 1 1
88 115 1 1
115 183 1 1
75 147 1 1
59 151 1 1
111 101 1 1
71 108 1 1
130 186 1 1
107 133 1 1
85 85 1 1
167 165 1 1
145 152 1 1
114 189 1 1
160 168 1 1
72 155 1 1
100 190 1 1
64 175 1 1
90 188 1 1
92 175 1 1
95 186 1 1
79 64 1 1
152 170 1 1
99 155 1 1
100 112 1 1
137 182 1 1
72 62 1 1
146 180 1 1
153 169 1 1
83 74 1 1
143 182 1 1
175 168 1 1
154 172 1 1
75 134 1 1
114 172 1 1
111 163 1 1
68 178 1 1
144 161 1 1
94 123 1 1
51 157 1 1
90 135 1 1
130 153 1 1
159 160 1 1
152 147 1 1
70 133 1 1
124 160 1 1
102 136 1 1
65 164 1 1
123 167 1 1
177 143 1 1
121 147 1 1
172 164 1 1
128 169 1 1
104 101 1 1
97 142 1 1
49 159 1 1
69 174 1 1
141 155 1 1
75 77 1 1
132 184 1 1
88 71 1 1
185 155 1 1
89 154 1 1
193 160 1 1
168 162 1 1
77 161 1 1
78 70 1 1
102 167 1 1
94 180 1 1
172 170 1 1
87 141 1 1
111 141 1 1
84 62 1 1
151 162 1 1
144 165 1 1
103 172 1 1
81 154 1 1
109 146 1 1
94 113 1 1
105 190 1 1
164 151 1 1
72 120 1 1
151 160 1 1
40 160 1 1
133 143 1 1
132 186 1 1
97 116 1 1
95 187 1 1
77 114 1 1
176 153 1 1
93 187 1 1
156 144 1 1
87 75 1 1
111 147 1 1
59 153 1 1
116 184 1 1
86 100 1 1
82 111 1 1
63 161 1 1
108 122 1 1
188 150 1 1
76 88 1 1
89 89 1 1
166 166 1 1
140 169 1 1
139 165 1 1
144 179 1 1
86 136 1 1
79 77 1 1
76 82 1 1
199 147 1 1
92 135 1 1
132 159 1 1
98 111 1 1
117 170 1 1
81 153 1 1
115 134 1 1
74 141 1 1
100 186 1 1
132 174 1 1
87 64 1 1
177 155 1 1
167 161 1 1
47 168 1 1
71 69 1 1
100 150 1 1
66 149 1 1
91 65 1 1
116 159 1 1
110 186 1 1
88 105 1 1
85 155 1 1
127 175 1 1
69 97 1 1
98 117 1 1
192 146 1 1
77 161 1 1
122 161 1 1
69 162 1 1
74 72 1 1
66 142 1 1
77 127 1 1
102 181 1 1
83 171 1 1
101 137 1 1
87 78 1 1
104 134 1 1
92 144 1 1
109 188 1 1
80 116 1 1
173 165 1 1
91 119 1 1
74 164 1 1
189 156 1 1
84 177 1 1
97 186 1 1
40 167 1 1
151 165 1 1
86 184 1 1
59 163 1 1
95 144 1 1
78 129 1 1
77 103 1 1
168 155 1 1
89 78 1 1
84 171 1 1
125 150 1 1
108 181 1 1
179 144 1 1
72 106 1 1
129 168 1 1
156 149 1 1
152 154 1 1
73 167 1 1
77 123 1 1
81 85 1 1
110 167 1 1
75 65 1 1
120 141 1 1
72 82 1 1
93 163 1 1
74 131 1 1
92 153 1 1
125 188 1 1
58 172 1 1
72 86 1 1
163 165 1 1
151 153 1 1
169 160 1 1
114 159 1 1
140 178 1 1
186 150 1 1
152 180 1 1
72 90 1 1
116 138 1 1
195 142 1 1
98 172 1 1
116 152 1 1
65 158 1 1
42 166 1 1
133 184 1 1
188 162 1 1
145 172 1 1
54 159 1 1
74 106 1 1
96 163 1 1
119 140 1 1
105 103 1 1
107 124 1 1
120 164 1 1
104 160 1 1
74 81 1 1
68 152 1 1
77 62 1 1
102 104 1 1
69 141 1 1
109 135 1 1
68 157 1 1
86 96 1 1
97 152 1 1
81 133 1 1
100 168 1 1
55 153 1 1
88 159 1 1
65 143 1 1
93 93 1 1
82 124 1 1
86 183 1 1
191 143 1 1
48 169 1 1
65 171 1 1
72 140 1 1
74 61 1 1
72 171 1 1
86 159 1 1
94 102 1 1
92 92 1 1
83 107 1 1
110 101 1 1
69 90 1 1
190 151 1 1
97 126 1 1
111 103 1 1
88 123 1 1
68 156 1 1
106 113 1 1
121 162 1 1
71 175 1 1
65 174 1 1
76 183 1 1
79 122 1 1
92 125 1 1
124 185 1 1
107 146 1 1
182 147 1 1
52 159 1 1
76 139 1 1
194 146 1 1
122 168 1 1
83 86 1 1
71 135 1 1
68 150 1 1
65 170 1 1
162 153 1 1
112 162 1 1
98 108 1 1
57 152 1 1
180 160 1 1
76 95 1 1
79 147 1 1
88 112 1 1
65 134 1 1
65 154 1 1
104 113 1 1
65 135 1 1
70 86 1 1
151 169 1 1
80 130 1 1
122 152 1 1
75 92 1 1
196 140 1 1
93 120 1 1
172 149 1 1
76 93 1 1
97 129 1 1
91 175 1 1
122 167 1 1
105 177 1 1
115 114 1 1
61 152 1 1
113 141 1 1
125 151 1 1
110 148 1 1
129 149 1 1
126 177 1 1
137 149 1 1
94 169 1 1
53 163 1 1
83 66 1 1
85 99 1 1
89 59 1 1
164 167 1 1
183 146 1 1
86 170 1 1
68 182 1 1
82 183 1 1
191 163 1 1
44 153 1 1
159 173 1 1
79 173 1 1
77 109 1 1
162 175 1 1
90 186 1 1
78 161 1 1
153 154 1 1
92 180 1 1
50 167 1 1
102 145 1 1
83 171 1 1
176 167 1 1
132 181 1 1
79 97 1 1
55 160 1 1
78 131 1 1
64 148 1 1
85 184 1 1
100 138 1 1
159 156 1 1
158 164 1 1
90 99 1 1
116 148 1 1
86 71 1 1
69 141 1 1
69 88 1 1
91 151 1 1
100 122 1 1
102 111 1 1
102 110 1 1
67 129 1 1
96 118 1 1
102 102 1 1
88 154 1 1
93 155 1 1
62 145 1 1
